Meet Name,Event Name,Board,Diver Name,Team,University Name,Athletic Division,Athletic Conference,Score,Place,Total DD,Num Dives
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Peytton Moore,NMSU,New Mexico State University,D1,MPSF ,192.55,10,11.7,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Amanda Wong,PU,Pepperdine University,D1,MPSF,184.35,11,11.5,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Jacqueline Johnson,PU,Pepperdine University,D1,MPSF,184,12,11.1,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Lauren Wierschke,IDAH,University of Idaho,D1,MPSF ,177.4,13,11.1,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Amelia Ward,IDAH,University of Idaho,D1,MPSF ,175.95,14,12.2,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Megan Ono,NMSU,New Mexico State University,D1,MPSF ,170.85,15,11.6,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Mireya Ruiz,UNCO,University of Northern Colorado,D1,MPSF ,170.65,16,12,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Addison Campbell,UNCO,University of Northern Colorado,D1,MPSF ,168.6,17,11.2,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Kirsten Clark,NAZU,Northern Arizona University,D1,MPSF ,162,18,10.4,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Delainey Pisaruk,PU,Pepperdine University,D1,MPSF,158.4,19,9.8,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Ava Langheim,PU,Pepperdine University,D1,MPSF,156.25,20,9.4,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Saige Anderson,IDAH,University of Idaho,D1,MPSF ,156.1,21,9.7,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Violet Noel,UNCO,University of Northern Colorado,D1,MPSF ,155.1,22,10.6,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Meredith Clabaugh,UNCO,University of Northern Colorado,D1,MPSF ,126.4,23,9.4,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Prelim/Quarterfinal),Platform,Isabelle Dollar,UIW,University of the Incarnate Word,D1,MPSF,94.5,24,8.3,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Maya Salvitti,IDAH,University of Idaho,D1,MPSF ,280.95,1,14.1,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Mira Tinani,NMSU,New Mexico State University,D1,MPSF ,253.4,2,12.8,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Margaret Wesche,NAZU,Northern Arizona University,D1,MPSF ,242.4,3,12.9,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Grace Wesche,NAZU,Northern Arizona University,D1,MPSF ,238.3,4,12.8,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Addison Pastiak,NMSU,New Mexico State University,D1,MPSF ,225.85,5,12.2,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Bella Reynolds,CBU,California Baptist University,D1,MPSF ,221.85,6,12.6,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Mackenna Stocker,NAZU,Northern Arizona University,D1,MPSF ,221.25,7,12.4,5
Mountain Pacific Sports Federation Diving Championships,Women Platform (5 Dives) (Final),Platform,Audrey Easter,CBU,California Baptist University,D1,MPSF ,198.7,8,13.3,5
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Makenna Sharpe,UNCW,UNC Wilmington,D1,CAA,287.55,1,15.9,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Anelise Kim,NE,Northeastern University,D1,CAA,281.75,2,14.1,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Shannon Parrau,TU,Towson University,D1,CAA,255.9,3,15.6,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lara Booth Alam,TU,Towson University,D1,CAA,242.15,4,14.9,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Kailyn Aquino,NE,Northeastern University,D1,CAA,226.8,5,14.6,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Vivian Fougeron,UNCW,UNC Wilmington,D1,CAA,226.2,6,14.8,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Liliana Bermudez,TU,Towson University,D1,CAA,222.45,7,14.1,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Natalia Chornomidza,STBR,Stony Brook University,D1,CAA,218.7,8,13.9,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Lada Volkov,DREX,Drexel University,D1,CAA,216.3,9,16.1,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Isabella Wilhelm,UNCW,UNC Wilmington,D1,CAA,214.1,10,15.2,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Mykayla Lavery,STBR,Stony Brook University,D1,CAA,212.7,11,13.4,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Sara Parksvold,TU,Towson University,D1,CAA,194.6,12,12.4,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Alexandra Schulze,DREX,Drexel University,D1,CAA,193.65,13,13.2,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Tyler Ostrom,NE,Northeastern University,D1,CAA,189.25,14,13.4,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Maya Brigman,TU,Towson University,D1,CAA,178.4,15,13.7,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Prelim/Quarterfinal),3m,Morgan Kelly,TU,Towson University,D1,CAA,158.9,16,9.8,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Shannon Parrau,TU,Towson University,D1,CAA,295.85,1,15.6,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Makenna Sharpe,UNCW,UNC Wilmington,D1,CAA,284.1,2,15.9,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Anelise Kim,NE,Northeastern University,D1,CAA,270.1,3,14.1,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Lara Booth Alam,TU,Towson University,D1,CAA,256,4,14.9,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Liliana Bermudez,TU,Towson University,D1,CAA,244.05,5,14.1,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Vivian Fougeron,UNCW,UNC Wilmington,D1,CAA,244.05,5,14.8,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Kailyn Aquino,NE,Northeastern University,D1,CAA,235.05,7,14.6,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Championship (6 Dives) (Final),3m,Natalia Chornomidza,STBR,Stony Brook University,D1,CAA,226.55,8,13.9,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Isabella Wilhelm,UNCW,UNC Wilmington,D1,CAA,261.65,1,15.2,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Lada Volkov,DREX,Drexel University,D1,CAA,256.15,2,16.1,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Alexandra Schulze,DREX,Drexel University,D1,CAA,214.55,3,13.2,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Tyler Ostrom,NE,Northeastern University,D1,CAA,202.6,4,13.4,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Maya Brigman,TU,Towson University,D1,CAA,199.75,5,13.7,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Mykayla Lavery,STBR,Stony Brook University,D1,CAA,192.3,6,13.4,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Sara Parksvold,TU,Towson University,D1,CAA,184.35,7,12.4,6
2026 CAA Conference Swimming and Diving Championships,Women 3m Champ.(6 Dives) CONSOL. (Final),3m,Morgan Kelly,TU,Towson University,D1,CAA,173.9,8,10.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Shannon Parrau,TU,Towson University,D1,CAA,261.45,1,14.2,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Makenna Sharpe,UNCW,UNC Wilmington,D1,CAA,256.05,2,14.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lara Booth Alam,TU,Towson University,D1,CAA,243.85,3,14.4,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Vivian Fougeron,UNCW,UNC Wilmington,D1,CAA,242.3,4,14,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Anelise Kim,NE,Northeastern University,D1,CAA,236.55,5,14.3,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Isabella Wilhelm,UNCW,UNC Wilmington,D1,CAA,233.25,6,14.4,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lada Volkov,DREX,Drexel University,D1,CAA,230.6,7,14.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Mykayla Lavery,STBR,Stony Brook University,D1,CAA,226.65,8,13.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Liliana Bermudez,TU,Towson University,D1,CAA,222.3,9,14.1,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Kailyn Aquino,NE,Northeastern University,D1,CAA,213.05,10,13.7,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Natalia Chornomidza,STBR,Stony Brook University,D1,CAA,211.55,11,13.7,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maya Brigman,TU,Towson University,D1,CAA,195.65,12,13.5,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Morgan Kelly,TU,Towson University,D1,CAA,195.4,13,12,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Alexandra Schulze,DREX,Drexel University,D1,CAA,194,14,13.3,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Tyler Ostrom,NE,Northeastern University,D1,CAA,193.95,15,12.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sara Parksvold,TU,Towson University,D1,CAA,189,16,13.6,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Shannon Parrau,TU,Towson University,D1,CAA,280.45,1,14.2,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Makenna Sharpe,UNCW,UNC Wilmington,D1,CAA,273.2,2,14.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Anelise Kim,NE,Northeastern University,D1,CAA,270.75,3,14.6,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Vivian Fougeron,UNCW,UNC Wilmington,D1,CAA,244.2,4,14,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Isabella Wilhelm,UNCW,UNC Wilmington,D1,CAA,237.3,5,14.4,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Lara Booth Alam,TU,Towson University,D1,CAA,237.25,6,14.4,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Lada Volkov,DREX,Drexel University,D1,CAA,228.8,7,14.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Championship (6 Dives) (Final),1m,Mykayla Lavery,STBR,Stony Brook University,D1,CAA,226.75,8,13.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Kailyn Aquino,NE,Northeastern University,D1,CAA,235.25,1,13.7,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Liliana Bermudez,TU,Towson University,D1,CAA,226.65,2,14.1,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Natalia Chornomidza,STBR,Stony Brook University,D1,CAA,222.45,3,13.7,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Sara Parksvold,TU,Towson University,D1,CAA,218.45,4,13.6,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Tyler Ostrom,NE,Northeastern University,D1,CAA,212.8,5,12.8,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Alexandra Schulze,DREX,Drexel University,D1,CAA,209.15,6,13.3,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Maya Brigman,TU,Towson University,D1,CAA,204.1,7,13.5,6
2026 CAA Conference Swimming and Diving Championships,Women 1m Champ.(6 Dives) CONSOL. (Final),1m,Morgan Kelly,TU,Towson University,D1,CAA,203.9,8,12,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sophie Meuwissen,BUFF,University at Buffalo,D1,MAC,270.1,1,15,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Sydney Rice,MU,Miami University (OH),D1,MAC,269.35,2,14.1,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Astrid Pichardo,OU,Ohio University,D1,MAC,266.2,3,14,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Grace Walker,BALL,Ball State University,D1,MAC,265.65,4,14.8,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Adele Melamud,BUFF,University at Buffalo,D1,MAC,262.4,5,14.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ariel Rose Kendrick,EMIU,Eastern Michigan University,D1,MAC,259.85,6,14.8,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Mallory Hanna,BUFF,University at Buffalo,D1,MAC,259.3,7,14.3,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elizabeth Noble,UAKR,University of Akron,D1,MAC,258.25,8,14.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Danielle Guerin,MASS,University of Massachusetts Amherst,D1,Atlantic 10,253.6,9,14.2,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maria Meinhardt,MASS,University of Massachusetts Amherst,D1,Atlantic 10,252.2,10,14.2,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Natalia Mayorga Flores,BGSU,Bowling Green State University,D1,MAC,250.85,11,14.8,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Paige Bush,UAKR,University of Akron,D1,MAC,240.35,12,14.1,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Lydia Redd,UAKR,University of Akron,D1,MAC,237.95,13,14.8,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Aisling Gutierrez,EMIU,Eastern Michigan University,D1,MAC,237.45,14,14,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Bella Basford,OU,Ohio University,D1,MAC,229.1,15,14.4,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Presley Dorsett,BUFF,University at Buffalo,D1,MAC,228.45,16,15,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Tristan  Krajcarski,BUFF,University at Buffalo,D1,MAC,221.95,17,13.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Evie Long,BGSU,Bowling Green State University,D1,MAC,219.9,18,14.8,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Elise Snyder,BGSU,Bowling Green State University,D1,MAC,217.5,19,14.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Claire Werner,BGSU,Bowling Green State University,D1,MAC,212.05,20,13.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Maggie Meyers,BUFF,University at Buffalo,D1,MAC,211.55,21,13.5,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Salem Howes,MASS,University of Massachusetts Amherst,D1,Atlantic 10,205.6,22,13.5,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Ella Penny,BALL,Ball State University,D1,MAC,199.3,23,13.3,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Eleanor Kowalski,MU,Miami University (OH),D1,MAC,198.1,24,14.4,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Khrystyna Yaremyn,MASS,University of Massachusetts Amherst,D1,Atlantic 10,196.55,25,13.8,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Eeva-liisa Gibson,BALL,Ball State University,D1,MAC,195.7,26,13.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Meg  Lupa,EMIU,Eastern Michigan University,D1,MAC,195.7,26,12.2,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Cate Migliori,EMIU,Eastern Michigan University,D1,MAC,193.5,28,13.7,6
2026 Mid American Conference Womens Championships,Women 1m Championship (6 Dives) (Prelim/Quarterfinal),1m,Stephanie Balthaser,OU,Ohio University,D1,MAC,192.2,29,15.2,6
